net,length_um
u_alu._0016_,8.9
u_alu._0675_,8.9
u_alu._0991_,8.9
u_imm_gen.imm_b\[19\],8.9
u_wb_mux._021_,8.9
u_alu._0100_,8.88
u_pc_reg._055_,8.88
u_pc_next_logic._0049_,8.865
_091_,8.86
u_alu._0813_,8.86
u_pc_next_logic._0007_,8.86
u_alu._0851_,8.84
u_pc_reg._002_,8.825
u_branch_unit._111_,8.82
u_branch_unit._115_,8.82
u_imm_gen.imm_b\[26\],8.82
u_pc_next_logic._0301_,8.8
u_alu._1095_,8.78
u_pc_next_logic._0030_,8.78
u_alu._0263_,8.76
u_branch_unit._015_,8.74
u_pc_next_logic._0727_,8.74
u_alu._0812_,8.7
u_branch_unit._092_,8.7
u_pc_next_logic._0496_,8.7
u_pc_reg._052_,8.7
u_pc_next_logic._0616_,8.67
_119_,8.66
u_alu._1042_,8.62
u_pc_next_logic._0269_,8.62
u_pc_next_logic._0767_,8.62
u_pc_reg._019_,8.62
u_pc_next_logic._0740_,8.6
u_pc_next_logic.pc_next\[28\],8.6
u_pc_reg._042_,8.6
u_alu._0432_,8.56
u_pc_next_logic._0276_,8.56
u_alu._0344_,8.52
u_alu._0208_,8.5
u_pc_reg._023_,8.5
u_pc_reg._035_,8.5
u_alu._0058_,8.48
u_imm_gen.imm_b\[25\],8.48
u_pc_next_logic._0738_,8.48
_247_,8.44
u_alu._0131_,8.44
u_alu._0735_,8.44
u_pc_next_logic._0198_,8.44
u_pc_next_logic._0393_,8.44
u_pc_next_logic._0488_,8.44
u_pc_next_logic.pc_next\[11\],8.44
u_pc_next_logic.pc_next\[30\],8.44
u_alu._0970_,8.4
u_pc_next_logic._0239_,8.4
u_wb_mux._069_,8.4
_166_,8.38
u_imem.addr\[2\],8.38
_115_,8.32
u_alu._0542_,8.32
u_branch_unit._024_,8.32
u_alu._0699_,8.28
u_alu._0886_,8.28
net471,8.28
u_alu._0014_,8.26
u_alu._0049_,8.24
u_wb_mux.pc_plus_imm\[18\],8.24
_139_,8.22
_140_,8.22
u_branch_unit._032_,8.2
u_pc_next_logic.pc_next\[27\],8.2
u_alu._0729_,8.16
u_imm_gen.imm_b\[24\],8.14
u_pc_next_logic._0074_,8.12
u_alu._1056_,8.1
u_pc_next_logic._0178_,8.1
u_pc_next_logic._0461_,8.1
u_pc_next_logic._0056_,8.08
_223_,8.06
_246_,8.06
u_pc_next_logic._0364_,8.06
net94,8.06
u_pc_next_logic._0014_,8.045
u_alu._0219_,8.04
u_pc_next_logic._0709_,8.02
u_pc_next_logic._0739_,8.02
_173_,8
u_pc_next_logic.pc_next\[6\],8
u_pc_reg._046_,8
u_alu._0988_,7.99
u_alu._0063_,7.98
u_alu._0083_,7.98
u_pc_next_logic._0069_,7.98
u_pc_next_logic._0432_,7.98
u_pc_next_logic._0547_,7.98
u_pc_reg._018_,7.98
u_alu._0061_,7.94
u_alu._0527_,7.94
u_alu._0713_,7.94
u_alu._0775_,7.94
u_pc_next_logic._0375_,7.94
u_pc_next_logic._0557_,7.94
net88,7.94
u_alu._1001_,7.92
u_alu._1054_,7.9
u_imm_gen.imm_s\[12\],7.9
u_pc_next_logic._0140_,7.88
u_imm_gen.imm_b\[11\],7.84
u_alu._1110_,7.82
u_pc_next_logic._0306_,7.78
_233_,7.74
u_alu._1041_,7.74
u_alu._0021_,7.7
u_alu._0591_,7.7
u_pc_reg._011_,7.7
u_alu._0124_,7.68
u_alu._0218_,7.68
u_alu._0614_,7.68
u_imm_gen.imm_j\[26\],7.68
u_pc_reg._024_,7.68
u_wb_mux._075_,7.68
net381,7.68
u_pc_next_logic._0098_,7.67
u_pc_next_logic._0091_,7.66
u_pc_next_logic._0154_,7.66
u_imm_gen.imm_b\[17\],7.64
u_imm_gen.imm_s\[8\],7.64
u_pc_next_logic._0202_,7.64
_227_,7.6
u_alu._0755_,7.6
u_alu._0029_,7.58
u_pc_reg._025_,7.575
u_alu._0065_,7.56
u_alu._1034_,7.56
u_pc_next_logic._0136_,7.56
u_pc_next_logic._0222_,7.56
u_pc_next_logic._0759_,7.56
u_pc_reg._012_,7.56
u_wb_mux._038_,7.56
u_wb_mux.pc_plus_imm\[13\],7.56
u_pc_next_logic._0129_,7.54
u_pc_next_logic._0764_,7.535
u_alu._0116_,7.52
u_branch_unit._025_,7.52
u_pc_next_logic._0054_,7.52
u_pc_next_logic.pc_plus4\[2\],7.52
u_alu._0952_,7.5
u_pc_next_logic._0378_,7.5
u_alu._0149_,7.48
u_pc_next_logic._0060_,7.48
u_pc_next_logic._0552_,7.48
u_pc_next_logic.pc_next\[15\],7.48
u_alu._0114_,7.46
u_alu._0492_,7.46
u_imm_gen.imm_s\[6\],7.44
net470,7.44
u_pc_next_logic._0423_,7.38
u_pc_next_logic._0159_,7.35
u_pc_next_logic._0262_,7.34
u_alu._0701_,7.32
u_alu._0747_,7.32
net461,7.3
net468,7.28
u_alu._0727_,7.24
u_branch_unit._109_,7.24
u_alu._0019_,7.22
u_alu._1114_,7.22
u_branch_unit._099_,7.22
u_pc_next_logic._0176_,7.22
u_wb_mux._019_,7.22
net318,7.22
u_imm_gen.imm_b\[5\],7.2
u_pc_next_logic._0226_,7.2
u_pc_next_logic._0645_,7.2
u_alu._0498_,7.18
u_alu._0822_,7.18
u_alu._0835_,7.18
u_pc_next_logic._0352_,7.18
u_pc_next_logic._0409_,7.18
net508,7.18
_177_,7.16
net74,7.14
u_pc_next_logic._0454_,7.12
u_wb_mux.pc_plus_imm\[15\],7.12
u_alu._0089_,7.1
u_alu._0102_,7.1
u_pc_next_logic._0087_,7.1
u_pc_next_logic._0295_,7.1
u_pc_next_logic._0473_,7.1
u_pc_next_logic._0629_,7.1
u_pc_reg._030_,7.1
_136_,7.06
u_alu._0018_,7.06
u_alu._0926_,7.06
u_pc_reg._058_,7.06
u_pc_next_logic._0394_,7.045
u_pc_next_logic._0095_,7.04
u_alu._0616_,7
u_imm_gen.imm_s\[25\],7
net140,7
u_branch_unit._016_,6.98
net464,6.98
u_pc_next_logic._0348_,6.98
u_pc_next_logic._0495_,6.98
u_pc_next_logic._0524_,6.97
u_branch_unit._023_,6.96
u_imm_gen.imm_j\[8\],6.96
u_pc_next_logic._0070_,6.96
u_pc_next_logic._0403_,6.94
u_alu._0109_,6.9
u_alu._0643_,6.9
u_pc_next_logic._0760_,6.9
u_branch_unit._038_,6.86
u_branch_unit._076_,6.86
u_alu._0800_,6.84
u_alu._0943_,6.84
u_pc_next_logic._0413_,6.84
u_alu._0202_,6.82
net497,6.82
net498,6.82
u_alu._0806_,6.78
u_alu_control._09_,6.78
u_wb_mux._079_,6.78
u_alu._0032_,6.76
u_branch_unit._082_,6.76
u_imm_gen.imm_b\[15\],6.76
u_pc_next_logic._0673_,6.76
u_pc_reg._009_,6.76
u_pc_next_logic._0052_,6.755
net215,6.74
_234_,6.72
u_alu._0435_,6.72
u_alu._1013_,6.72
u_alu._1045_,6.72
u_pc_next_logic._0189_,6.72
u_wb_mux.pc_plus_imm\[10\],6.72
u_alu._0689_,6.66
u_pc_next_logic._0730_,6.66
net96,6.66
net462,6.66
u_alu._0212_,6.64
u_alu._0900_,6.64
u_alu_control._02_,6.64
u_pc_next_logic._0305_,6.64
u_pc_next_logic._0396_,6.64
net473,6.64
u_pc_reg._043_,6.62
u_pc_next_logic._0210_,6.6
u_pc_next_logic._0374_,6.6
u_pc_next_logic._0439_,6.6
u_pc_next_logic._0483_,6.6
u_alu._0216_,6.58
_184_,6.54
u_pc_next_logic._0151_,6.54
u_pc_next_logic._0370_,6.54
u_imm_gen.imm_b\[13\],6.52
u_alu._0274_,6.5
u_imm_gen.imm_b\[8\],6.5
u_alu._0148_,6.44
u_alu._0537_,6.42
u_imm_gen.imm_j\[24\],6.42
u_imm_gen.imm_b\[21\],6.4
u_imm_gen.imm_b\[6\],6.4
u_pc_reg._054_,6.4
u_alu._0944_,6.38
u_pc_next_logic._0336_,6.38
u_alu._0354_,6.32
u_imm_gen.imm_s\[30\],6.32
u_alu._0646_,6.3
u_alu._0908_,6.3
u_pc_next_logic._0481_,6.3
u_pc_next_logic._0587_,6.3
u_pc_next_logic._0646_,6.3
u_wb_mux._040_,6.3
net389,6.3
u_pc_next_logic._0029_,6.28
u_alu._0324_,6.26
u_branch_unit._037_,6.26
u_pc_next_logic._0412_,6.26
_142_,6.2
u_imm_gen.imm_j\[2\],6.2
u_pc_next_logic._0002_,6.2
u_pc_next_logic._0693_,6.2
net351,6.2
_197_,6.18
u_alu._0600_,6.18
u_alu._0753_,6.18
u_alu._1058_,6.18
u_pc_next_logic._0184_,6.18
_133_,6.14
_230_,6.14
_266_,6.14
u_pc_next_logic._0013_,6.14
u_pc_next_logic._0357_,6.14
u_pc_next_logic._0672_,6.14
u_pc_next_logic._0261_,6.11
u_branch_unit._104_,6.06
u_pc_next_logic._0067_,6.06
u_pc_next_logic._0522_,6.06
u_imm_gen.imm_s\[9\],6.04
u_pc_next_logic._0574_,6.04
u_alu._0172_,5.98
u_imm_gen.imm_s\[5\],5.98
u_pc_next_logic._0356_,5.98
u_pc_next_logic._0157_,5.96
u_imm_gen.imm_j\[6\],5.94
u_alu._0036_,5.92
u_pc_next_logic._0063_,5.92
u_alu_control._07_,5.86
u_branch_unit._068_,5.86
u_pc_next_logic._0441_,5.86
_123_,5.84
u_alu._0199_,5.84
u_alu._0780_,5.84
u_alu._1009_,5.84
u_pc_next_logic._0064_,5.84
u_pc_next_logic._0150_,5.84
u_pc_next_logic.pc_next\[0\],5.84
u_pc_next_logic.pc_next\[12\],5.84
u_pc_reg._031_,5.84
u_alu._0028_,5.82
u_branch_unit._084_,5.82
_172_,5.8
u_alu._0875_,5.8
u_alu._0980_,5.8
u_alu._1035_,5.8
u_imm_gen.imm_j\[12\],5.8
u_pc_next_logic._0053_,5.8
u_pc_next_logic._0314_,5.8
u_alu._1037_,5.74
u_pc_next_logic.pc_next\[5\],5.74
net279,5.74
u_alu._0186_,5.72
u_alu._0529_,5.72
u_decoder_controller._04_,5.72
u_imm_gen.imm_j\[7\],5.72
u_pc_next_logic._0273_,5.72
u_pc_next_logic._0381_,5.72
net505,5.72
u_alu._0854_,5.68
u_pc_next_logic._0208_,5.68
u_imm_gen.imm_b\[1\],5.6
net165,5.6
u_alu._0188_,5.58
u_alu._0676_,5.53
u_alu._0139_,5.52
u_pc_next_logic._0602_,5.52
u_imm_gen.imm_j\[20\],5.51
u_imm_gen.imm_j\[30\],5.51
u_alu._1080_,5.48
u_imm_gen.imm_j\[14\],5.48
u_pc_next_logic._0699_,5.48
u_alu._0138_,5.4
net474,5.4
net484,5.4
u_alu._0649_,5.38
u_branch_unit._059_,5.38
u_imm_gen.imm_s\[3\],5.38
u_pc_next_logic._0102_,5.38
u_pc_next_logic._0342_,5.38
u_pc_next_logic._0582_,5.38
u_pc_next_logic._0755_,5.38
u_pc_reg._003_,5.38
u_pc_reg._048_,5.38
_134_,5.34
u_alu._0154_,5.34
u_alu._0497_,5.34
u_alu._0976_,5.34
u_alu._0127_,5.28
u_imm_gen.imm_j\[9\],5.28
u_pc_next_logic._0122_,5.28
net298,5.28
u_alu._0007_,5.26
u_branch_unit._026_,5.26
u_branch_unit._091_,5.26
u_imm_gen.imm_u\[31\],5.26
u_pc_next_logic._0550_,5.26
u_wb_mux._042_,5.26
net500,5.26
u_alu_control._08_,5.24
u_imm_gen.imm_s\[17\],5.24
_178_,5.22
u_alu._0339_,5.22
u_alu._0536_,5.22
u_imm_gen.imm_j\[31\],5.22
u_pc_next_logic._0417_,5.22
u_pc_next_logic.pc_next\[26\],5.22
u_pc_reg._066_,5.22
u_wb_mux.pc_plus_imm\[17\],5.22
u_pc_reg._006_,5.165
u_alu._0025_,5.16
u_imm_gen.imm_j\[4\],5.16
u_pc_next_logic._0037_,5.16
u_branch_unit._046_,5.14
u_imm_gen.imm_b\[14\],5.14
u_imm_gen.imm_b\[4\],5.14
u_pc_next_logic._0220_,5.14
net476,5.14
net509,5.14
u_branch_unit._017_,5.12
u_pc_next_logic._0072_,5.1
u_branch_unit._096_,5.06
u_alu._0098_,5.04
u_alu._0169_,5.04
u_pc_next_logic._0232_,5.04
u_pc_next_logic.pc_plus4\[0\],5.04
u_alu._0799_,5.02
u_pc_next_logic._0100_,5.02
_158_,4.99
_255_,4.94
_261_,4.94
u_alu._0230_,4.94
u_alu._0913_,4.94
u_pc_next_logic._0284_,4.94
u_pc_next_logic._0685_,4.94
u_alu._0817_,4.92
u_pc_next_logic._0475_,4.92
u_pc_next_logic._0536_,4.92
u_wb_mux._015_,4.92
u_wb_mux._046_,4.92
u_wb_mux.pc_plus_imm\[0\],4.92
u_alu._0179_,4.9
u_pc_next_logic._0477_,4.9
_194_,4.88
u_alu._0001_,4.88
u_alu._0844_,4.88
u_pc_next_logic._0385_,4.88
u_branch_unit._080_,4.83
u_pc_next_logic._0567_,4.82
u_alu._0034_,4.8
u_alu._0657_,4.8
u_alu._0726_,4.8
u_alu._0966_,4.8
u_imm_gen.imm_b\[30\],4.8
u_pc_next_logic._0300_,4.8
u_pc_next_logic._0618_,4.8
u_pc_reg._060_,4.8
net480,4.8
u_alu._0794_,4.76
u_branch_unit._075_,4.76
_191_,4.7
u_alu._0082_,4.7
u_imm_gen.imm_b\[12\],4.7
net501,4.68
u_alu._0303_,4.66
u_alu._0583_,4.6
u_pc_next_logic._0448_,4.6
u_pc_reg._049_,4.6
u_pc_next_logic._0123_,4.58
u_imm_gen.imm_b\[3\],4.575
u_pc_next_logic._0192_,4.56
_179_,4.54
u_alu_control._04_,4.54
_202_,4.48
u_alu._0919_,4.48
u_alu_control._06_,4.48
u_pc_next_logic._0540_,4.48
u_branch_unit._074_,4.465
_181_,4.46
u_alu._0229_,4.46
u_alu._0302_,4.46
u_imm_gen.imm_b\[20\],4.46
u_pc_next_logic._0099_,4.46
u_pc_next_logic._0328_,4.46
u_pc_next_logic._0652_,4.46
u_pc_next_logic._0664_,4.46
u_pc_next_logic.pc_next\[19\],4.46
u_pc_next_logic.pc_next\[3\],4.46
u_pc_reg._044_,4.46
u_wb_mux._083_,4.46
net466,4.455
u_imm_gen.imm_b\[2\],4.44
net467,4.44
u_pc_next_logic._0057_,4.44
u_pc_next_logic._0143_,4.44
u_alu._1017_,4.43
u_alu._0003_,4.42
u_alu._0453_,4.42
u_pc_next_logic._0167_,4.42
u_pc_next_logic._0313_,4.42
u_alu._0949_,4.36
u_alu_control._10_,4.36
u_branch_unit._102_,4.36
u_pc_next_logic._0498_,4.36
_263_,4.34
u_alu_control._03_,4.34
u_pc_next_logic._0212_,4.34
u_pc_next_logic._0563_,4.34
u_pc_next_logic.pc_next\[9\],4.34
u_pc_reg._051_,4.34
u_imm_gen.imm_s\[21\],4.32
u_imm_gen.imm_b\[9\],4.24
u_imm_gen.imm_j\[3\],4.24
u_pc_next_logic._0080_,4.24
net459,4.22
u_alu._0975_,4.2
u_alu._0845_,4.14
u_alu._0619_,4.12
net458,4.1
_109_,4.02
_118_,4.02
u_alu._0031_,4.02
u_imm_gen.imm_s\[4\],4.02
u_imm_gen.imm_s\[7\],4.02
u_pc_next_logic._0704_,4.02
net160,4.02
_243_,4
u_alu._0012_,4
u_alu._0565_,4
u_pc_next_logic._0579_,4
u_pc_next_logic._0744_,4
u_pc_next_logic.pc_next\[31\],4
u_pc_reg._010_,4
u_pc_reg._027_,4
u_wb_mux._013_,4
u_alu._0037_,3.98
u_pc_next_logic._0340_,3.98
u_pc_reg._008_,3.925
u_alu._0965_,3.9
u_branch_unit._072_,3.9
u_imm_gen.imm_s\[20\],3.9
u_pc_reg._004_,3.9
net376,3.9
net491,3.9
_147_,3.88
_248_,3.88
u_alu._0115_,3.88
u_alu._0788_,3.88
u_alu._0978_,3.88
u_alu._1069_,3.88
u_branch_unit._066_,3.88
u_pc_next_logic._0240_,3.88
u_pc_next_logic._0712_,3.88
u_pc_next_logic._0733_,3.88
u_pc_next_logic.pc_next\[14\],3.88
u_wb_mux._073_,3.88
u_branch_unit._050_,3.86
u_imm_gen.imm_s\[24\],3.86
_239_,3.78
u_alu._0399_,3.78
u_imm_gen.imm_s\[10\],3.78
u_imm_gen.imm_s\[2\],3.78
u_pc_next_logic.pc_next\[1\],3.78
net220,3.76
net463,3.76
net488,3.76
u_alu._0863_,3.68
u_branch_unit._114_,3.68
net460,3.68
u_pc_reg._063_,3.68
net305,3.66
u_pc_next_logic._0455_,3.56
u_pc_next_logic._0519_,3.56
u_wb_mux.pc_plus_imm\[2\],3.56
net499,3.56
net507,3.56
u_alu._0752_,3.54
u_alu._0768_,3.54
u_alu._0770_,3.54
u_branch_unit._087_,3.54
u_imm_gen.imm_b\[31\],3.54
u_imm_gen.imm_s\[18\],3.54
u_pc_next_logic._0147_,3.54
u_pc_next_logic._0390_,3.54
u_pc_next_logic._0541_,3.54
u_pc_next_logic.pc_next\[10\],3.54
u_pc_reg._000_,3.54
u_pc_reg._029_,3.54
u_pc_reg._032_,3.54
u_alu._0599_,3.44
u_pc_next_logic.pc_next\[8\],3.44
u_regfile._017_,3.44
u_alu._0011_,3.42
u_alu._0052_,3.42
u_alu._0231_,3.42
u_alu._0779_,3.42
u_alu._0783_,3.42
u_alu._0917_,3.42
u_imm_gen.imm_s\[15\],3.42
u_pc_next_logic._0120_,3.42
u_pc_next_logic._0514_,3.42
u_pc_next_logic.pc_next\[17\],3.42
u_wb_mux._048_,3.42
u_wb_mux._077_,3.42
net504,3.42
u_branch_unit._101_,3.3
net487,3.3
net492,3.3
net506,3.23
u_pc_next_logic._0116_,3.22
u_pc_next_logic._0690_,3.22
net472,3.21
u_pc_next_logic._0236_,3.175
u_alu._0491_,3.1
u_alu._0704_,3.1
u_alu._0833_,3.1
u_pc_next_logic.pc_next\[29\],3.1
u_pc_reg._001_,3.1
u_pc_reg._026_,3.1
net150,3.1
net483,3.1
net494,3.1
_000_,3.08
_150_,3.08
u_alu._1010_,3.08
u_pc_next_logic._0076_,3.08
u_pc_next_logic._0130_,3.08
u_pc_next_logic._0363_,3.08
u_pc_next_logic._0384_,3.08
u_pc_next_logic._0447_,3.08
u_pc_next_logic._0467_,3.08
u_pc_next_logic._0635_,3.08
u_pc_reg._016_,3.08
u_pc_reg._017_,3.08
u_pc_reg._065_,3.08
net495,3.04
u_alu._0141_,2.98
u_alu._0163_,2.98
u_alu._0178_,2.98
u_alu._0211_,2.98
u_alu._0636_,2.96
u_alu._0722_,2.96
u_alu._0931_,2.96
u_alu._0990_,2.96
u_pc_next_logic._0058_,2.96
u_pc_next_logic._0181_,2.96
u_pc_next_logic._0593_,2.96
u_pc_next_logic.pc_next\[16\],2.96
net485,2.96
u_pc_reg._005_,2.945
net486,2.89
u_branch_unit._083_,2.84
u_imm_gen.imm_s\[0\],2.76
net481,2.76
u_pc_next_logic._0033_,2.76
u_pc_next_logic._0144_,2.76
net469,2.755
u_alu._0111_,2.74
u_alu._0622_,2.64
u_alu._0816_,2.64
u_alu._0986_,2.64
net482,2.64
net496,2.64
u_alu._1029_,2.62
u_alu._1059_,2.62
u_pc_reg._014_,2.62
_258_,2.53
net503,2.53
u_pc_next_logic._0066_,2.52
u_pc_next_logic._0354_,2.52
net144,2.52
net290,2.52
u_alu._0746_,2.5
u_alu._0804_,2.5
u_alu._0996_,2.5
u_pc_next_logic._0073_,2.5
u_pc_next_logic._0155_,2.5
u_wb_mux.pc_plus_imm\[8\],2.5
net475,2.5
net478,2.5
net479,2.5
net489,2.43
u_imm_gen.imm_s\[31\],2.4
u_pc_next_logic._0639_,2.36
u_alu._0000_,2.3
u_alu._1000_,2.3
u_alu._0566_,2.28
u_alu._0064_,2.18
u_alu._0594_,2.18
u_imm_gen.imm_s\[13\],2.18
u_imm_gen.imm_s\[22\],2.18
u_pc_next_logic._0263_,2.18
u_pc_next_logic._0317_,2.18
u_pc_next_logic.pc_plus4\[1\],2.18
u_pc_reg._059_,2.18
_159_,2.16
_265_,2.16
u_alu._0042_,2.16
net502,2.16
u_pc_next_logic._0104_,2.16
u_pc_next_logic._0308_,2.16
u_pc_next_logic._0431_,2.16
u_pc_reg._015_,2.16
u_wb_mux.pc_plus_imm\[3\],2.16
net331,2.06
net493,2.04
u_pc_next_logic._0061_,2.04
u_pc_next_logic._0249_,2.04
u_pc_next_logic._0545_,2.04
u_alu._0867_,1.94
u_imm_gen.imm_s\[11\],1.84
u_imm_gen.imm_s\[14\],1.84
u_imm_gen.imm_s\[16\],1.84
u_imm_gen.imm_s\[19\],1.84
u_imm_gen.imm_s\[23\],1.84
u_imm_gen.imm_s\[26\],1.84
u_imm_gen.imm_s\[27\],1.84
u_imm_gen.imm_s\[28\],1.84
u_imm_gen.imm_s\[29\],1.84
u_pc_next_logic._0501_,1.84
net490,1.84
u_branch_unit._020_,1.82
u_pc_next_logic._0137_,1.72
u_pc_next_logic.pc_next\[18\],1.72
u_wb_mux.pc_plus_imm\[4\],1.72
u_alu._0451_,1.7
u_alu._0595_,1.7
u_alu._0731_,1.7
u_pc_reg._034_,1.7
u_wb_mux.pc_plus_imm\[5\],1.7
_112_,1.6
u_alu._0086_,1.48
u_branch_unit._055_,1.48
u_imm_gen.imm_s\[1\],1.48
u_alu._0579_,1.38
u_pc_next_logic._0031_,1.38
u_pc_next_logic._0106_,1.38
u_pc_next_logic._0615_,1.38
u_pc_reg._033_,1.38
u_pc_reg._047_,1.38
u_pc_reg._053_,1.38
u_alu._0665_,1.36
u_pc_next_logic._0010_,1.26
u_pc_next_logic._0621_,1.26
u_imem.addr\[8\],1.14
u_pc_next_logic._0723_,1.14
u_wb_mux.pc_plus_imm\[6\],0.8
u_alu._0810_,0.46
net477,0.46
u_pc_next_logic._0015_,0.46
u_pc_next_logic._0611_,0.46
net465,0.46
